Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
Super,Kannada,Drama,6.15,0.2098,2010-12-03,"Upendra, Nayanthara, Tulip Joshi, Ali Basha","Super (Kannada: ) (originally known only by Vitarka Mudr hand symbol) is a 2010 Indian multilingual film written and directed by Upendra.  This utopian film garnered extraordinary reception from critics and the general public for its revolutionary concept of a contrasting futuristic India set in the year 2030, and the contemporary image of India.  With the title of the film depicted only by a symbol, it features Upendra and Nayantara in lead roles and is produced by Rockline Venkatesh, while V. Harikrishna has scored the music. Raking in more than Rs 100 million through satellite television and audio rights even before release, it was declared a superhit in Kannada where it grossed a record Rs 25 million in first three days of the opening weekend. The film grossed over 50 crore (US$9.05 million) and has been declared one of the biggest blockbusters of Kannada cinema.",10.0
Sampatthige Savaal,Kannada,"Family, Drama",7.0,0.1838,1974-05-31,"Dr. Rajkumar, Vajramuni, T. N. Balakrishna, Manjula, Rajashankar","The movie is based on the play Saahukaara written by B. P. Dhuttharagi.  The film was a musical blockbuster with all the tracks composed by G. K. Venkatesh considered evergreen hits. Rajkumar became popular as a playback singer with the track Yaare Koogadali from the film which became an instant hit among the audiences. He would then go on to sing regularly for his films.  The film was remade in Telugu in 1975 as Thota Ramudu starring Chalam, in Tamil in 1975 as Pudhu Vellam starring Sivakumar and in Malayalam in 1976 as Themmadi Velappan starring Prem Nazir.",3.0
Aakash,Kannada,"Romance, Drama",0.0,0.3,2005-04-29,"Puneeth Rajkumar, Divya Spandana, Avinash, Ashish Vidhyarthi, Pavitra Lokesh","While working odd jobs, Aakash, a wedding photographer, meets Nandini, who falls in love with his optimistic and good-natured personality. The film stars Puneeth Rajkumar and Ramya in the lead roles, while Ashish Vidyarthi and Avinash play pivotal roles. The movie was declared as a Blockbuster hit at the box office. The film found a 200 days run at the cinema halls in Karnataka.",0.0
Keralida Simha,Kannada,Drama,0.0,0.1164,1981-01-01,"Dr. Rajkumar, Saritha, Srinivasa Murthy, Pandari Bai","Shankar, an honest policeman, falls head over heels in love with a lawyer. But an unexpected complication arises when she becomes the defence lawyer of a gangster arrested by Shankar.",0.0
Googly,Kannada,"Comedy, Romance",6.5,0.4378,2013-07-19,"Yash, Kriti Kharbanda, Sudha Belawadi, Neenasam Ashwath, Anant Nag",,11.0
Rathnan Prapancha,Kannada,"Drama, Comedy",5.0,0.4346,2021-10-22,"Dhananjay, Reba Monica John, Umashree, Anu Prabhakar, Pramod Panju",Rathnakara is an insurance agent living a mundane life with his unapologetically loud mother Saroja. An uncomfortable truth about his life leads him to go on a trail to find his world. What does he learn eventually?,2.0
Kumari 21F,Kannada,"Drama, Romance",7.0,0.0881,2018-02-09,"Nidhi Kushalappa, Pranam Devaraj","Siddhu, a chef, falls in love with Kumari, a struggling model from Mumbai. However, when his friends tell him that she has had many boyfriends, he starts doubting her.",1.0
Nagara Mahime,Kannada,Drama,0.0,0.1541,1984-04-21,"Sripriya, Sundar Krishna Urs, Dinesh, Musuri Krishnamurthy, M. S. Umesh",,0.0
Raja Nanna Raja,Kannada,"Romance, Drama, Family",8.5,0.2225,1976-06-04,"Dr. Rajkumar, Aarathi, K. S. Ashwath, T. N. Balakrishna, Thoogudeepa Srinivas","Geetha is in quest of finding a suitor. Just when she believes that she has found her perfect match, a stalker tries to convince her that he was her lover in their previous birth.",2.0
Appu,Kannada,"Romance, Comedy, Action",0.0,0.273,2002-04-26,"Puneeth Rajkumar, Rakshita, Srinivasa Murthy, Sumithra, Ashok",,0.0
Ranganayaki,Kannada,Drama,7.0,0.26,1981-02-06,"Aarathi, Ramakrishna, Ashok, Musuri Krishnamurthy, Ambareesh","The movie explores the nuance of Oedipus Complex. The heroine, a popular theatre artist, falls in love with a rich, young man. They eventually get married and beget a child. But the heroine is bored of married life and wants to dabble in acting. The husband refuses and leaves the town with his child. The heroine gets a lucky break in cinema and becomes a household name. Years later, as fate had it, a young man falls in love with the heroine and she reciprocates his love, but as a mother. She always gives him affection and loves like a mother. She encounters her ex-husband and pleads him to show her son just for once. But as fate has it doesn t happen, and she goes in deep depression and commits suicide, too late for the young lover who realizes that he had fallen in love with his own mother.",1.0
Choo Mantar,Kannada,"Horror, Thriller",0.0,0.2528,2025-01-10,"Rajani Bharadwaj, Kiran Chandrashekar, Chikkanna, Meghana Gaonkar, Sharan",Four friends decide to enter the morgan house looking for a secret treasure. The four discover that before independence the house belonged to a British employee named Morgan. What will happen next is not obvious.,0.0
Aadyaa,Kannada,Thriller,0.0,0.2678,2020-02-21,"Chiranjeevi Sarja, Sangeetha Bhat, Sruthi Hariharan, Giriraj BM, Pramod Shetty","A man gets a call from his ex-lover who needs his help to find her kidnapped daughter but during the investigation, all the evidence suggests that she never really had a daughter.",0.0
Ranadheera,Kannada,"Romance, Thriller, Action",6.5,0.2832,1988-02-18,"V. Ravichandran, Khushboo, Anant Nag, Jai Jagadish, Lokesh","To settle old scores with a police commissioner, Jagannath, a gangster hires a thug, Ranadheera, to abduct his daughter, Radha. However, trouble ensues when Ranadheera falls in love with Radha.",2.0
Chandanada Gombe,Kannada,"Family, Drama",7.0,0.2554,1979-09-28,"Anant Nag, Lakshmi, Lokesh, K. S. Ashwath, Savitri",Chandanada Gombe is a simple love story. Anant Nag is a landlord. Lakshmi's father is a school teacher who is struggling to find a bridegroom for Lakshmi. They get married with the help of relatives. Anant Nag unfortunately dies in an accident. The rest of the story continues about the life of a struggling widow and her child in a traditional society amid village politics.,2.0
Salaga,Kannada,"Crime, Action",0.0,0.2302,2021-10-14,"Duniya Vijay, Dhananjay, Sanjana Anand, Achyuth Kumar, Rangayana Raghu",,0.0
Nishkarsha,Kannada,"Action, Thriller",0.0,0.1684,1993-01-01,"Vishnuvardhan, Anant Nag, B. C. Patil, Suman Nagarkar, Ramesh Bhat",A daylight bank robbery alarms the police in Bangalore. The robber holds the bank staff and customers hostage as the police attempt to rescue the innocent and knock down the culprit.,0.0
Day 1,Kannada,Drama,0.0,0.2247,2024-08-08,"Bhavani, Kaveri, Shreedevi","In the big city of Bengaluru, schools are reopening after 2 years of virtual classes due to COVID-19. A little girl named Sukhi is still asleep without a care in the world however her mother is insistent that she be on time on her first day.",0.0
Gurudev Hoysala,Kannada,"Action, Thriller, Crime",5.0,0.2984,2023-03-30,"Dhananjay, Naveen Shankar, Amrutha Iyengar, Nagabhushana N S, B. S. Avinash",,2.0
Malgudi Days,Kannada,Drama,2.0,0.2739,2020-02-07,"Arjun Kapikad, Vidya Murthy, Vijay Raghavendra, Greeshma Sridhar","A 65-year-old celebrated writer Lakshminarayana Malgudi announces his retirement. On his post-retirement run to complete a few pending things, he happens to meet a young girl named Prakruthi who becomes a part of his journey.",2.0
Ulidavaru Kandanthe,Kannada,"Romance, Drama, Thriller",7.8,0.2464,2014-03-28,"Rakshit Shetty, Kishore, Tara, Yagna Shetty, Achyuth Kumar",,23.0
Huccha,Kannada,"Action, Romance, Drama, Comedy",5.9,0.2732,2001-07-06,"Sudeep, Rekha Vedavyas, Avinash, Shivaram, Pavitra Lokesh","Sachidananda, a popular student, wins the collegiate elections through influence and violence. Simultaneously, he makes some enemies and ends up falling in love with a conservative girl.",5.0
Hudugaru,Kannada,"Action, Drama",7.3,0.3114,2011-05-05,"Puneeth Rajkumar, Yogesh, Srinagar Kitty, Abhinaya, Radhika Pandit",,3.0
Bell Bottom,Kannada,"Comedy, Thriller, Drama",6.808,0.2782,2019-02-15,"Rishab Shetty, Hariprriya, Achyuth Kumar, Pramod Shetty, Yogaraj Bhat",A fun ride to the 80s where a detective solves the mystery of serial police station robbery.,13.0
Raajakumara,Kannada,"Family, Drama",6.8,0.4348,2017-03-24,"Puneeth Rajkumar, Priya Anand, Anant Nag, R. Sarathkumar, Prakash Raj","A dutiful son, a prince in his fathers' eyes, retains his purity of character despite the many challenges thrown his way.",4.0
Naanu Matthu Gunda,Kannada,Drama,0.0,0.1477,2020-01-24,"Samyukta Hornad, Govinde Gowda, Rockline Sudhakar",Auto driver Shankar finds a dog in his vehicle and begins to form a strong emotional bond that becomes the talk of his town and makes his wife jealous.,0.0
Blink,Kannada,"Science Fiction, Music, Thriller",8.0,0.2624,2024-03-08,"Dheekshith Shetty, Chaithra J Achar, Vajradheer Jain, Suresh Anagalli, Mandara Battalahalli","Apoorva, a 24-year-old in Bengaluru, conceals his failed MA from his mother. Juggling part-time jobs, he relies on his love interest, Swapna, for support. Apoorva's unique ability to control blinking becomes a curse when a mysterious old man reveals his father's survival.",1.0
Paropakari,Kannada,"Family, Drama",9.0,0.2111,1970-12-25,"Dr. Rajkumar, Jayanthi, Sampath, Nagappa, Vijayalalitha",Paropakari is a 1970 Indian Kannada language romantic drama film written and directed by Y. R. Swamy. It stars Rajkumar and Jayanthi. It revolves around the story of a self respecting young man who wins a wager with his wealthy father. The film was produced under Bhagavathi Productions. It had a very successful soundtrack composed by Upendra Kumar.,1.0
Moggina Manasu,Kannada,Drama,8.0,0.272,2008-07-18,"Radhika Pandit, Shuba Poonja, Sangeetha Shetty, Manasi, Yash","Moggina Manasu focuses on the confused state of mind of teenage girls and their relationships with boys. It also touches on teenage pregnancy and ragging in colleges, camaraderie with seniors, and teenagers' disrespect towards their parents and studies.",3.0
Naanu Mattu Varalakshmi,Kannada,Drama,0.0,0.2009,2016-12-23,"Sadhu Kokila, Achyuth Kumar, Malavika Mohanan, Rangayana Raghu, Prakash Raj","Motocross racers Munna and Charan are arch enemies and keep competing against each other. However, situations take a drastic turn when Munna falls in love with Varalakshmi, Charan's sister.",0.0
Kalla Kulla,Kannada,"Family, Drama",10.0,0.1567,1975-06-28,"Vishnuvardhan, Dwarakish, Bhavani, Leelavathi, Chethan Ramarao","Kalla Kulla is a 1975 Indian Kannada-language comedy drama film, directed by K. S. R. Das and produced by Shastry Associates. The story is written by M. D. Sundar. The film stars Vishnuvardhan, Dwarakish, Bhavani and Jayalakshmi. The film was widely appreciated for its songs and story upon release. The songs composed by RajanNagendra were huge hits. The movie was dubbed in Hindi as Chor Ka Bhai Chor. H.R. Bhargava was the associate director of this movie. The director remade the movie in Telugu in 1976 as Kallanum Kullanum. The movie was dubbed in Malayalam as Kallanum Kullanum",1.0
Samyuktha,Kannada,"Horror, Thriller",0.0,0.195,1988-05-26,"Shivaraj Kumar, Chi. Guru Dutt, Balaraj, K. S. Ashwath, Sundar Krishna Urs","A young man falls in love with a girl and will go to any extent to prove his love for her. However, things take a turn when he is challenged to stay in a haunted house.  This was the 6th movie of Shivarajkumar as a lead hero. The movie is based on the novel Samyuktha authored by Kakolu Saroja Rao. Originally, the movie was supposed to star Chi Gurudutt and Balaraj in lead roles, however, Shivarajkumar was later brought on board as one of the leads of the movie to garner recognition amongst the audience. The soundtracks for the movie were composed by director Singeetam Srinivasa Rao and background score was composed by Shankar-Ganesh. This was also the first horror thriller movie of Shivarajkumar.",0.0
Rajaratha,Kannada,"Romance, Adventure",6.2,0.291,2018-03-23,"Nirup Bhandari, Avantika Shetty, P. Ravi Shankar, Arya, Sruthi Hariharan","Rajaratha is a 2018 Indian Kannada romantic comedy film written and directed by Anup Bhandari who also composed the film's music. It stars Nirup Bhandari and Avantika Shetty in the lead roles in their second collaboration with the director after the success of RangiTaranga. The film was dubbed in Telugu as Rajaratham (English: Royal Chariot) with Rana Daggubati replacing Puneeth Rajkumar as the narrator. Arya, who made his debut in Kannada cinema for the first time with the film, features in a supporting role alongside P. Ravishankar and Sruthi Hariharan.",2.0
Karataka Damanaka,Kannada,"Comedy, Action",2.0,0.2807,2024-03-08,"Shivaraj Kumar, Prabhu Deva, Nishvika Naidu, Priya Anand, Rangayana Raghu",A jailer sends two fraudsters to his village to convince and get his adamant father to the city. But the frauds do something extraordinary than the task!,1.0
Urvashi,Kannada,Drama,0.0,0.2916,1995-08-07,"Shruti, Ramesh Bhat, Shankar Ashwath, Nikhil",A 1995 kannada movie directed by Amardeva starring Nikhil and Shruthi in the lead roles. Based on the novel of same name by Goruru.,0.0
Yajamana,Kannada,"Drama, Family",0.0,0.2543,2000-12-01,"Vishnuvardhan, Shashikumar, Prema, Ramesh Bhat, Pavitra Lokesh","Shankar sacrifices his own interests and refuses to marry in order to support and educate his younger brothers. However, his life changes when a girl falls in love with him.",7.0
Lucky Man,Kannada,Comedy,6.0,0.2724,2022-09-09,"Darling Krishna, Sangeetha Sringeri, Roshini Prakash, Puneeth Rajkumar, Prabhu Deva","Arjun and Anu, best friends who are married, are on the verge getting a divorce. Arjun happens to meet God, who inquires about what went wrong with this couple. If Arjun gets a second chance to live his life without making the same mistakes, can he get a happily ever after?",3.0
Ibbani Tabbida Ileyali,Kannada,Romance,8.0,0.304,2024-09-05,"Vihan Gowda, Ankita Amar, Girija Shettar, Mayuri Nataraj, Chandrajith Belliappa",,1.0
Mysooru Mallige,Kannada,Drama,0.0,0.2225,1991-07-01,"Shankanada Anjanappa, H. G. Dattatreya, Girish Karnad, Shivamogga Venkatesh","Padma is in love with poet Manju. After he goes missing while trying to save a friend from nationalists, a heartbroken Padma decides to get his poems published.",0.0
Kalpana,Kannada,"Comedy, Horror",2.0,0.2558,2012-09-28,"Upendra, Raai Laxmi, Sai Kumar, Babu Antony, Shruti","Raghava is a fun-loving youngster who enjoys playing cricket with his friends. But at night he is afraid of ghosts and is always confined to his home under the care of his mother (Umashri). His brother (Achyuth Rao), sister-in-law (Shruthi) and their children live together in the same house. When Raghava and his friends go in search of another ground to play cricket, they find an abandoned field, which, it turns out, is haunted. At home, his mother and sister-in-law witness some strange happenings. With the help of a temple priest, they confirm the presence of a ghostly spirit haunting their home. Raghava begins to act funny and shows effeminate behaviour which is when the presence of the ghost is identified. The film goes on to unravel the mystery of the ghostly Kalpana and her relationship with Raghava.",2.0
