Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
the khayal saga,hindi,"drama, music",5.8,0.0986,26-01-1989,"mita vashisht, mangal dhillon, rajat kapoor, birju maharaj, alaknanda samarth",a music student listens to stories and legends about the birth and evolution of the khayal form of classical indian singing. these stories are re-enacted by actors who play several key figures throughout the history of classical music.,4.0
pyaar ka saagar,hindi,"drama, music",10.0,0.0942,01-01-1961,"rajendra kumar, meena kumari, madan puri, mohan choti, malika","bishen raises his brother kishen, who falls in love with radham but loses vision after learning about her marriage. bishen convinces radha to undergo eye surgery.",1.0
untouchable girl,hindi,"drama, music",5.0,0.088,15-08-1936,"devika rani, ashok kumar, monorama, pramila, kamta prasad","an ""untouchable"" girl and a brahmin boy fall in love, but the strict caste system and the gossip of the villagers threaten to keep them apart.",4.0
makhmal,hindi,"drama, music",6.0,0.0829,18-07-2014,jackie shroff,a bittersweet tale of a piece of velvet that binds a father to his daughter,0.0
madam fashion,hindi,"drama, music",6.0,0.0446,01-01-1936,"jaddanbai, anjum husaini, nazneen begum, nargis, m.p. sinha","about the modern girl of india. fashion, fast cars, luxury and sexual freedom.",0.0
jeevan swapna,hindi,"drama, music",6.0,0.0256,01-01-1937,"mehtab, aneeta devi, gulam hussain, shanti devi, munni bai","""journeys end"" a traditional tale told by one of the pioneers in indian cinema, jaddanbai hussain (1892-1949).",0.0
band of maharajas,hindi,"drama, music",6.0,0.0214,01-01-2024,"kuwaarjeet chopraa, navraj hans, arjan bajwa","the film narrates the inspiring and emotional journey of three young musicians from a small border village in punjab. driven by their passion for music, they daringly cross the border into pakistan, a country where music often encounters resistance from radical elements. the story portrays their courage, perseverance, and the unifying power of art.",0.0
do chehere,hindi,"drama, music",6.0,0.0214,01-01-1977,"dharmendra, veerendra, aruna irani, mahipal, premnath malhotra","the film stars dharmendra, prem nath and bindu.",0.0
swara mandal,hindi,"drama, music",5.6,0.0214,14-12-1997,"kitu gidwani, bhaveen gossain, kapila vatsyayan, roshan bano, paakhi a. tyrewala",the mother of the indian female singer pallavi (kitu gidwani) is at the end of her life. she was master and teacher for her daughter for the art of indian singing. but she will not be able to complete her lessons. so pallavi experiences the lack of the guru of her mother. finally she finds him in a very young street-girl who is able to sing marvelously. but this girl keeps disappearing again and again...,5.0
parasmani,hindi,"drama, music, adventure",6.0,0.3258,04-01-1963,"geethanjali, mahipal, aruna irani, helen","paras (mahipal) is lost at sea when his father's ship enters into a storm. paras is rescued by a poor villager, who brings him up as his own. paras grows up and accomplishes himself as a swordsman and a singer. his fame soon reaches the palace, and the emperor summons him to sing for him, which he does. pleased with his singing, the emperor asks him for a wish, and paras asks for the hand of his daughter (gitanjali). enraged, the emperor decides to punish paras. when his plans do not succeed, he plans to kill paras, however, paras escapes, and in the bargain ends up rescuing the the princess, who falls in love with him. appearing defeated, the emperor asks paras to seek a rare gem, and if he does so, then only can be marry his daughter. paras agrees, but he has no clue as to the whereabouts of this rare gem, neither does anyone he knows.",1.0
be happy,hindi,"drama, music, family",6.3,0.931,14-03-2025,"abhishek bachchan, inayat verma, nora fatehi, nasaar, johny lever",a single father attempts to help his talented daughter achieve her dream of performing on the country's biggest dance reality show.,19.0
dada lakhmi,hindi,"drama, music, history",10.0,0.2699,08-11-2022,"yashpal sharma, meghna malik, rajendra gupta","based on the musical journey of pandit lakhmichand, a folk artist who hailed from haryana, india",1.0
rockstar,hindi,"drama, music, romance",7.283,1.4118,11-11-2011,"ranbir kapoor, nargis fakhri, shammi kapoor, aditi rao hydari, kumud mishra","college student janardhan is a simpleton who desperately seeks inspiration for the musician inside him. although heartbreak helps him reach his goal, it also leads him to self-destruction.",200.0
andaaz,hindi,"drama, music, romance",5.615,0.7782,23-05-2003,"akshay kumar, lara dutta, priyanka chopra jonas, rajeev verma, pankaj dheer","young raj malhotra (akshay kumar) lives with his elder brother, rohit; his sister-in-law kiran, and a niece. after an accident fractures his leg, he is unable to walk for some time. due to psychological reasons, he cannot walk even after the fracture heals. when the malhotras move to dehra dun, raj befriends young kajal (dutta), as both share a common passion for airplanes. kajal encourages raj to walk, and succeeds. years later the two continue to be fast friends, and everyone expects them to marry soon. then raj is recruited by the indian air force and goes for training for a year and a half. after his training gets over, he rushes to kajal to propose to her, only to find out that she has given her heart to a multimillionaire, karan singhania (verma), who owns several airplanes and choppers. raj congratulates kajal and karan, but does not reveal his true feelings.",14.0
awaara,hindi,"drama, music, romance",7.2,0.8409,14-12-1951,"raj kapoor, nargis, prithviraj kapoor, leela chitnis, k.n. singh","a petty thief is put on trial for the attempted murder of a lawyer. through a series of flashbacks, the intertwining lives of the thief, the lawyer, and the thief's defense lawyer are illustrated.",61.0
ram teri ganga maili,hindi,"drama, music, romance",6.3,0.6032,16-08-1985,"mandakini, rajiv kapoor, divya rana, sushma seth, saeed jaffrey",unknown,11.0
the desire: a journey of a woman,hindi,"drama, music, romance",4.0,0.3001,22-08-2011,"shilpa shetty kundra, jaya prada, xia yu, sheetal menon, nakul vaid",unknown,1.0
refugee,hindi,"drama, music, romance",5.7,0.2865,30-06-2000,"abhishek bachchan, kareena kapoor khan, jackie shroff, suniel shetty, reena roy",unknown,16.0
tumsa nahin dekha,hindi,"drama, music, romance",6.0,0.2484,01-10-1957,"shammi kapoor, ameeta, pran sikand, raj mehra, anjali devi","twenty years ago, sardar rajpal killed his brother and fled his hometown with his adopted daughter. once settled, he asked his estranged wife to send their son on the misleading promise of employment. when two young men with the same name show up, both claiming to be there for the job, a baffled sardar is forced to work out the imposter and his motive, while his daughter gradually develops a soft spot for one of them.",2.0
kaanchi,hindi,"drama, music, romance",5.2,0.2422,25-04-2014,"kartik aaryan, mishti chakravarty, rishi kapoor, mithun chakraborty, sahil vaid",kaanchi movie is a musical thriller with a love story. it is a story of the inner power of a woman who represents millions of suppressed youth against unjust in the country. it is also the story of an innocent rural beauty and her fight against power.,5.0
prem rog,hindi,"drama, music, romance",7.2,0.2215,30-07-1982,"shammi kapoor, tanuja samarth, vijayendra ghatge, kulbhushan kharbanda, bindu desai","manorama, the daughter of a rich, orthodox family is married off, leaving her childhood friend deodhar and his secret love for her, in despair. when tragedy befalls her, and traditions seem unfair, deodhar must fight for what's right.",12.0
music teacher,hindi,"drama, music, romance",6.8,0.2068,21-09-2018,"manav kaul, divya dutta, neena gupta, amrita bagchi, jaspal sharma","despite his ambitions to make it big, beni is still stuck in the hills, bitter and hurt, struggling to make ends meet by teaching music and singing in clubs. jyotsna, his estranged student and now a bollywood singer, left the hills 8 years ago. the town is abuzz with the news of jyotsna's return to perform at a music concert. beni has to come to terms with the pains of the past and the delusions of the present to deal with both, jyotsna's presence in the hills and in his life.",10.0
bidaai,hindi,"drama, music, romance",6.0,0.1689,09-10-1974,"jeetendra, leena chandavarkar, durga khote, madan puri, satyendra kapoor","after his business partner embezzles money and leaves him penniless, parvati's husband passes away, leaving behind two sons, prabhakar and sudhakar, & a dumb daughter, gauri, virtually on the verge of destitution, when prabhakar grows up, he marries pooja and moves out. years pass by, sudhakar has grown up, has managed to complete schooling, gets a job out of town and re-locates.",0.0
nartaki,hindi,"drama, music, romance",6.0,0.1602,24-12-1940,"leela desai, najmul hussain, jagdish sethi, r. p. kapoor, wasti","roop kumari (leela desai) a famous court dancer is forbidden entry into a temple monastery run by a strict disciplinarian priest. the cast listed here is for the hindi version, there is also a bengali version with a different cast, but same director and release year.",0.0
anmol ghadi,hindi,"drama, music, romance",7.0,0.1134,11-11-1946,"suraiya, surendra, zahur raja, noor jehan, murad","childhood sweethearts from opposing social standings are separated when one's family moves elsewhere, leaving behind only a watch as a token of their friendship. years later, as adults, they strive to meet again.",2.0
jashnn: the music within,hindi,"drama, music, romance",7.5,0.1073,17-07-2009,"adhyayan suman, anjana sukhani, shahana goswami, humayun saeed, rajendra sethi",jashnn music within,2.0
kahin hai mera pyar,hindi,"drama, music, romance",6.0,0.1031,01-05-2014,"gajendra chouhan, sanjay kapoor, jackie shroff, sonia mann, kishori shahane","every youth's imagination of love that relates the story of adam & eve, known since ages and shot very first time in the hindi language in india. natures own creation adam and eve believed to be in heaven, were incited by a python to eat a fruit. eve ate the fruit and then fed it to adam. they were forbidden to have it and on eating it were exiled from heaven. a painter, karan, who is getting blur images of a girl is trying to produce it on canvas, he writes at the bottom of all the portraits 'kahin hai mera pyar' as a sign of his belief that his love exists somewhere! a businessman buys all portraits this provokes karan's feeling and he opts to search for his love more vigorously as the story unfolds further.",0.0
pyar ka mausam,hindi,"drama, music, romance",5.0,0.1029,01-01-1969,"shashi kapoor, asha parekh, nirupa roy, madan puri, iftekhar",a man learns that the people who raised him are not his biological parents.,3.0
